,feature,mean,q.05,q.95,type
0,x1,-4.24601821252011e-05,-0.0003587454594712883,0.0001215284571119692,pfi
1,x2,-0.0002061307798746765,-0.0002806416978551029,-0.00011222533180560268,pfi
2,x3,0.15727323883886066,0.15284952306563232,0.16119434872591032,pfi
3,x4,2.976703585915624,2.8783584334672905,3.0864649443595638,pfi
4,x5,3.9675625555116,3.8182175079992864,4.127722116460903,pfi
5,x1,1.205038206829323e-06,-4.61884849140351e-07,3.6531494127554207e-06,cfi
6,x2,-5.094757192791732e-07,-2.430020548511297e-06,1.6344606979528865e-06,cfi
7,x3,0.0005211285643825433,-0.00014760281376912185,0.0011956611639060543,cfi
8,x4,0.034043884741851126,0.03184751714992725,0.03672784032872645,cfi
9,x5,3.9250380877921742,3.752974496282935,4.062810361576024,cfi
10,x1,0.007781527992376036,-0.01725604657517188,0.03403171636802712,conditional v(j)
11,x2,0.00429425923493687,-0.020569068964576467,0.029350501298536016,conditional v(j)
12,x3,1.1062053353662564,1.071294655309673,1.1412933628440438,conditional v(j)
13,x4,1.0946908839303142,1.0883817444043307,1.1039081442744247,conditional v(j)
14,x5,1.0839456125993627,1.0657058494643543,1.106873186699385,conditional v(j)
15,x1,1.1787904223549418e-06,8.096542458719408e-07,1.4066950664977374e-06,conditional v(-j u j) - v(-j)
16,x2,-1.2910276661316778e-06,-1.5976385187544198e-06,-1.084056683995846e-06,conditional v(-j u j) - v(-j)
17,x3,-0.0005708196935650014,-0.000655791999504961,-0.00048195429245252226,conditional v(-j u j) - v(-j)
18,x4,0.01730779829119782,0.017121212703562847,0.017493895811882418,conditional v(-j u j) - v(-j)
19,x5,1.9728092278028158,1.9610628036171927,1.983376431021471,conditional v(-j u j) - v(-j)
20,x1,3.307670639869347e-05,-0.030805868486336263,0.02646829210906822,marginal v(j)
21,x2,-0.008494564750729915,-0.02391426822081242,0.016290300075240294,marginal v(j)
22,x3,0.21155994140747042,0.1757680822510816,0.23123449728885245,marginal v(j)
23,x4,1.0330284988448935,1.0004490489797975,1.060371715650504,marginal v(j)
24,x5,1.0785665860425102,1.0523479231554815,1.1053828640866168,marginal v(j)
25,x1,-0.00021506640668205284,-0.0002529613076271284,-0.00017648123576588688,marginal v(-j u j) - v(-j)
26,x2,-0.00033371059120486656,-0.00034424731687845967,-0.00032286792085635017,marginal v(-j u j) - v(-j)
27,x3,0.10576599543666117,0.10386562492735409,0.10720244185450224,marginal v(-j u j) - v(-j)
28,x4,1.5630656627186836,1.5520195025870964,1.57788636039323,marginal v(-j u j) - v(-j)
29,x5,1.9691344636288242,1.95000775256761,1.9894649461074323,marginal v(-j u j) - v(-j)
30,x1,-0.001734721479482804,-0.003478193255286995,-4.8419525485501994e-05,mSAGE
31,x2,-0.0003495210531451933,-0.0044476130542852625,0.002652914482724289,mSAGE
32,x3,0.18667387544207514,0.17078051142855605,0.20776933610997167,mSAGE
33,x4,1.3300281900453588,1.2584386754581622,1.4346990740406858,mSAGE
34,x5,1.5577160228841624,1.4350216236245659,1.6366518221331066,mSAGE
35,x1,-0.00048010438641839996,-0.002354356418549612,0.000966310607432133,cSAGE
36,x2,0.0014153594909706243,-0.0010274708003175973,0.0037340850301995293,cSAGE
37,x3,0.6923528807163847,0.5625287017913926,0.7789318556581561,cSAGE
38,x4,0.7048894361485284,0.6133487048394928,0.8438364168102434,cSAGE
39,x5,1.6777971286077265,1.6594362610560274,1.699903176551818,cSAGE
