,feature,mean,q.05,q.95,type
0,x1,-0.00038693662856517305,-0.0039155216544447344,0.004800451299805568,mSAGE
1,x2,0.00039523079818924706,-0.00467256467805734,0.003905687844687022,mSAGE
2,x3,0.002546274969156462,0.0018584580789510567,0.0034321726903152987,mSAGE
3,x4,0.05448866327984997,0.05340366011860205,0.05526156909058438,mSAGE
4,x5,-3.0041045109291273e-08,-5.213145706516791e-08,-1.1095025182016987e-08,mSAGE
5,x1,-7.515590382017275e-06,-0.00013369795848095398,0.00015885772281235247,cSAGE
6,x2,2.5483491404417354e-05,-0.00020752977781386298,0.00023523422514414214,cSAGE
7,x3,0.031254731208674016,0.01640352513504292,0.04557885140655997,cSAGE
8,x4,0.025610384058411102,0.011419890600966948,0.04031044858494711,cSAGE
9,x5,-0.0001261303281424602,-0.00039875198129144874,7.530594448643493e-05,cSAGE
