ordering,sample,i,x1,x2,x3,x4,x5,x6
0,0,0,1.1675689777615146,-1.1776269918971005,0.000804573867562608,1.1139961225432753,0.00016334060582678944,0.0
0,1,0,1.1738023825140933,-1.1681221563836415,0.0002526992276492557,1.1347066918478217,0.0001553941510872292,0.0
0,2,0,-1.2025704777112516,1.2329857092185252,0.0006296889224435276,1.0681521071487363,0.00024395909101215807,0.0
0,3,0,-1.1541829185259092,1.1200396325829485,-0.06030189954499132,1.1567249200453855,0.00021868540051217522,0.0
0,4,0,-1.1375539562867365,1.1665850472303627,-0.06112149690402813,1.1546607496446806,8.705328409419621e-05,0.0
0,5,0,-1.1662561602073351,1.198808154445547,0.0004917395901309352,1.0873060430266321,2.3830479159547835e-05,0.0
0,6,0,1.1509081323707895,-1.137782967295793,-0.000402849332597377,1.0959818018809664,0.00010970008562205535,0.0
0,7,0,1.1473647386743335,-1.1784381806168023,-0.06178893857643075,1.2182774086432961,0.00022751374455687312,0.0
0,8,0,-1.164045329610289,1.1452002256819207,-0.060555279242154196,1.130464807321073,5.084580957981366e-05,0.0
0,9,0,1.1209076516437144,-1.2256323237461673,-0.06141988917992557,1.16821217437982,0.00010205590263479003,0.0
1,0,0,1.1431403460824143,-1.1533396670989935,0.0005665405413122215,1.0611411154348278,4.922047532152085e-05,0.0
1,1,0,-1.1369995467028984,1.2110994930824965,0.0012950892913732304,1.0870169194298402,5.391306346469449e-05,0.0
1,2,0,-1.207507395341704,1.182650881612713,-0.00018999847076095477,1.0934924308615759,0.00017519134411925208,0.0
1,3,0,-1.1879075476545045,1.1943453278797425,0.00030838907898012025,1.0385814549481012,-6.212684611206498e-07,0.0
1,4,0,1.1758049413302571,-1.171197217260206,0.0009160932701988145,1.0616302227971708,0.00010267350281756293,0.0
1,5,0,1.1865616560146544,-1.220537797484265,-0.06055489029534744,1.1750481748808463,0.00025022921517603436,0.0
1,6,0,1.1714675820615075,-1.1921951651904328,-0.06178325205214597,1.1867957603510089,0.0001230277082506781,0.0
1,7,0,1.1544125020909166,-1.1695516832474002,-0.06031726658733084,1.1283521770474814,0.00014508642336830135,0.0
