"","x1","x2","x3","x4","x5","x6","x7","y"
"1",-0.145662547586492,-0.144998026262412,-0.1934611359324,-0.199129505756092,0.134088595645188,0.0678324072192608,0.0562338179919548,-0.0151299245427075
"2",-0.0598210461443735,-0.0598444267252566,-0.0510253116241677,-0.0453243527871409,0.200458624867306,0.239751245224115,0.234409982400393,0.109608069857409
"3",0.405094182735478,0.405199861172273,-0.486607607894183,-0.502059886174136,-0.141109417198462,-0.188746267159056,-0.191025540198084,-0.192227489095269
"4",0.0183244927488076,0.0181707709820243,-0.385815137399379,-0.415573240956388,-0.017981788373296,-0.211209632818886,-0.208098424423983,-0.110358802585118
"5",0.0336007121648892,0.0336479814420584,-0.253992550087968,-0.23455913306938,0.361843925624423,-0.0369361592071992,0.0187011649560929,0.0146154003621292
"6",0.445729866770472,0.445875254312599,-0.385309370509862,-0.388003319019451,-0.0607565764646736,0.589771625345869,0.554292136650767,0.256812486212168
"7",0.119787950112179,0.120106640663129,-0.0114510166529683,-0.00736273161636842,0.342388880086093,-0.621791223413808,-0.632301689014735,0.282973046287998
"8",-0.328777964607841,-0.328728758952398,0.360714685128844,0.376890344798641,0.415449505975503,-0.118699371937308,-0.0676182314810424,0.0465938030257093
"9",-0.178506839394917,-0.178863138748667,-0.0936019516619698,-0.088087370977878,-0.0455635091218218,-0.0156977562377405,0.00737356474130158,-0.020283688651955
"10",-0.11582351227303,-0.115862388083205,0.18183199190289,0.190001087705138,-0.384681863984236,0.224958674089715,0.230827151008976,0.0966633069922433
"11",0.318127779799392,0.317950035704684,0.170983289151879,0.157000181950083,0.0219414872302496,-0.466343762900584,-0.459588140513585,0.121171235601451
"12",0.0935123569211824,0.0934732800286115,0.239914347798072,0.250880267582973,-0.156629574604894,-0.0341637611602038,-0.0424814058865883,0.00471919230412194
"13",0.104156872564534,0.104405139811951,-0.262261829119356,-0.287990135329561,-0.364186158281179,-0.0966408320802487,-0.123529141665463,-0.17146446014284
"14",0.0287654360676245,0.0284946263234179,-0.278825199890921,-0.274949165030232,0.292172373544145,-0.0472075528356751,-0.0383273490861566,-0.0156348709711474
"15",-0.144458079917844,-0.144834024750593,0.386022913360901,0.416642749034783,0.205165022352838,-0.274301044244579,-0.244195786837487,0.118247957690147
"16",0.464402550625825,0.464448583338205,0.355360536920653,0.343687955866776,0.205647727625999,0.0988561873153735,0.153047357576777,0.21765534671904
"17",0.12938683316951,0.129336337679436,-0.022423663761865,-0.0528745995356253,-0.197792396800022,-0.358196857909212,-0.324219530907646,-0.0565876712955301
"18",-0.511105998849657,-0.510842922312766,0.0307146345342063,0.026113339338364,0.628158915744313,-0.0826030157721795,-0.081497303207727,-0.12598136836289
"19",0.182276050734829,0.18187048021228,-0.121735636047869,-0.145948795955721,-0.238624268696875,0.103046110048036,0.0718445072838474,-0.0955259817321925
"20",-0.122874207559773,-0.123016255325026,-0.292466158606528,-0.28548570122274,0.0340781921520704,-0.441575693114315,-0.444450089332097,0.00741052300045027
"21",-0.277517716147196,-0.277482342650609,0.18165281545402,0.18328461867623,0.134253057849448,-0.382117282150051,-0.386079743483621,0.0744951173692449
"22",-0.0566497073947665,-0.0560869625490728,-0.344377255431479,-0.319347003460772,0.0149766882373126,0.668519696595113,0.668153083576631,0.43065830197822
"23",-0.266649269588885,-0.266110723651092,-0.0981899295269929,-0.0998241783151703,0.376276254656857,0.0229654100604115,0.0238874654798465,-0.016192689520494
"24",-0.189432233184652,-0.189359729100927,-0.316190499925443,-0.307614073001558,-0.0156706594396957,0.452429466133644,0.416922101199498,0.171852942404356
